9.765625e-04, 9.854508e-01
1.953125e-03, 9.711146e-01
2.929688e-03, 9.570162e-01
3.906250e-03, 9.431943e-01
4.882812e-03, 9.296594e-01
5.859375e-03, 9.164033e-01
6.835938e-03, 9.034267e-01
7.812500e-03, 8.907204e-01
8.789062e-03, 8.782762e-01
9.765625e-03, 8.660878e-01
1.074219e-02, 8.541471e-01
1.171875e-02, 8.424469e-01
1.269531e-02, 8.309805e-01
1.367188e-02, 8.197412e-01
1.464844e-02, 8.087226e-01
1.562500e-02, 7.979188e-01
1.660156e-02, 7.873238e-01
1.757812e-02, 7.769321e-01
1.855469e-02, 7.667382e-01
1.953125e-02, 7.567371e-01
2.050781e-02, 7.469236e-01
2.148438e-02, 7.372931e-01
2.246094e-02, 7.278407e-01
2.343750e-02, 7.185621e-01
2.441406e-02, 7.094529e-01
2.539062e-02, 7.005088e-01
2.636719e-02, 6.917259e-01
2.734375e-02, 6.831002e-01
2.832031e-02, 6.746279e-01
2.929688e-02, 6.663053e-01
3.027344e-02, 6.581289e-01
3.125000e-02, 6.500952e-01
3.222656e-02, 6.422008e-01
3.320312e-02, 6.344424e-01
3.417969e-02, 6.268171e-01
3.515625e-02, 6.193216e-01
3.613281e-02, 6.119530e-01
3.710938e-02, 6.047084e-01
3.808594e-02, 5.975851e-01
3.906250e-02, 5.905803e-01
4.003906e-02, 5.836914e-01
4.101562e-02, 5.769158e-01
4.199219e-02, 5.702510e-01
4.296875e-02, 5.636946e-01
4.394531e-02, 5.572443e-01
4.492188e-02, 5.508976e-01
4.589844e-02, 5.446526e-01
4.687500e-02, 5.385068e-01
4.785156e-02, 5.324584e-01
4.882812e-02, 5.265051e-01
4.980469e-02, 5.206450e-01
5.078125e-02, 5.148761e-01
5.175781e-02, 5.091967e-01
5.273438e-02, 5.036047e-01
5.371094e-02, 4.980984e-01
5.468750e-02, 4.926762e-01
5.566406e-02, 4.873361e-01
5.664062e-02, 4.820767e-01
5.761719e-02, 4.768963e-01
5.859375e-02, 4.717933e-01
5.957031e-02, 4.667661e-01
6.054688e-02, 4.618134e-01
6.152344e-02, 4.569335e-01
6.250000e-02, 4.521251e-01
6.347656e-02, 4.473868e-01
6.445312e-02, 4.427172e-01
6.542969e-02, 4.381151e-01
6.640625e-02, 4.335791e-01
6.738281e-02, 4.291079e-01
6.835938e-02, 4.247003e-01
6.933594e-02, 4.203552e-01
7.031250e-02, 4.160713e-01
7.128906e-02, 4.118475e-01
7.226562e-02, 4.076827e-01
7.324219e-02, 4.035758e-01
7.421875e-02, 3.995258e-01
7.519531e-02, 3.955315e-01
7.617188e-02, 3.915920e-01
7.714844e-02, 3.877062e-01
7.812500e-02, 3.838733e-01
7.910156e-02, 3.800922e-01
8.007812e-02, 3.763620e-01
8.105469e-02, 3.726819e-01
8.203125e-02, 3.690508e-01
8.300781e-02, 3.654681e-01
8.398438e-02, 3.619327e-01
8.496094e-02, 3.584439e-01
8.593750e-02, 3.550009e-01
8.691406e-02, 3.516028e-01
8.789062e-02, 3.482490e-01
8.886719e-02, 3.449386e-01
8.984375e-02, 3.416709e-01
9.082031e-02, 3.384451e-01
9.179688e-02, 3.352606e-01
9.277344e-02, 3.321166e-01
9.375000e-02, 3.290126e-01
9.472656e-02, 3.259477e-01
9.570312e-02, 3.229214e-01
9.667969e-02, 3.199330e-01
9.765625e-02, 3.169818e-01
9.863281e-02, 3.140674e-01
9.960938e-02, 3.111890e-01
1.005859e-01, 3.083461e-01
1.015625e-01, 3.055381e-01
1.025391e-01, 3.027645e-01
1.035156e-01, 3.000246e-01
1.044922e-01, 2.973180e-01
1.054688e-01, 2.946441e-01
1.064453e-01, 2.920024e-01
1.074219e-01, 2.893923e-01
1.083984e-01, 2.868135e-01
1.093750e-01, 2.842653e-01
1.103516e-01, 2.817473e-01
1.113281e-01, 2.792591e-01
1.123047e-01, 2.768002e-01
1.132812e-01, 2.743701e-01
1.142578e-01, 2.719683e-01
1.152344e-01, 2.695945e-01
1.162109e-01, 2.672483e-01
1.171875e-01, 2.649291e-01
1.181641e-01, 2.626366e-01
1.191406e-01, 2.603704e-01
1.201172e-01, 2.581301e-01
1.210938e-01, 2.559153e-01
1.220703e-01, 2.537256e-01
1.230469e-01, 2.515606e-01
1.240234e-01, 2.494200e-01
1.250000e-01, 2.473035e-01
1.259766e-01, 2.452106e-01
1.269531e-01, 2.431410e-01
1.279297e-01, 2.410944e-01
1.289062e-01, 2.390705e-01
1.298828e-01, 2.370688e-01
1.308594e-01, 2.350892e-01
1.318359e-01, 2.331313e-01
1.328125e-01, 2.311947e-01
1.337891e-01, 2.292791e-01
1.347656e-01, 2.273844e-01
1.357422e-01, 2.255101e-01
1.367188e-01, 2.236560e-01
1.376953e-01, 2.218218e-01
1.386719e-01, 2.200072e-01
1.396484e-01, 2.182119e-01
1.406250e-01, 2.164357e-01
1.416016e-01, 2.146784e-01
1.425781e-01, 2.129395e-01
1.435547e-01, 2.112190e-01
1.445312e-01, 2.095166e-01
1.455078e-01, 2.078319e-01
1.464844e-01, 2.061648e-01
1.474609e-01, 2.045150e-01
1.484375e-01, 2.028823e-01
1.494141e-01, 2.012664e-01
1.503906e-01, 1.996672e-01
1.513672e-01, 1.980843e-01
1.523438e-01, 1.965177e-01
1.533203e-01, 1.949670e-01
1.542969e-01, 1.934321e-01
1.552734e-01, 1.919128e-01
1.562500e-01, 1.904088e-01
